date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,main
9/5/2000,papertowels,juice,tortillas,yogurt,soda,vegetables,yogurt,sandwichbags,vegetables,all-purpose,laundrydetergent,handsoap,sandwichloaves,butter,sandwichloaves,waffles,vegetables,yogurt,pork,tortillas,soda,aluminumfoil,butter,dishwashingliquid/detergent,mixes,pork,all-purpose,shampoo,icecream,,nan,nan,nan,nan,cheeses
0/5/2000,toiletpaper,ketchup,pasta,pasta,beef,dishwashingliquid/detergent,shampoo,vegetables,eggs,coffee/tea,flour,ketchup,vegetables,sandwichloaves,shampoo,soap,cereals,sandwichloaves,yogurt,butter,all-purpose,ketchup,waffles,eggs,butter,lunchmeat,cereals,aluminumfoil,mixes,coffee/tea,vegetables,,nan,nan,beef
0/5/2000,laundrydetergent,papertowels,tortillas,papertowels,soap,milk,lunchmeat,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,laundrydetergent
1/5/2000,dishwashingliquid/detergent,dishwashingliquid/detergent,yogurt,individualmeals,papertowels,poultry,pork,sandwichbags,laundrydetergent,cereals,milk,bagels,poultry,butter,papertowels,bagels,papertowels,bagels,all-purpose,fruits,dinnerrolls,butter,beef,all-purpose,spaghettisauce,yogurt,,nan,nan,nan,nan,nan,nan,nan,tortillas
1/5/2000,dinnerrolls,poultry,handsoap,cereals,spaghettisauce,tortillas,beef,sandwichloaves,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,cereals
1/5/2000,ketchup,beef,sugar,yogurt,dishwashingliquid/detergent,poultry,lunchmeat,poultry,bagels,toiletpaper,eggs,laundrydetergent,dinnerrolls,dinnerrolls,cereals,eggs,icecream,lunchmeat,butter,soda,waffles,cereals,papertowels,milk,laundrydetergent,lunchmeat,pasta,milk,vegetables,,nan,nan,nan,nan,lunchmeat
1/5/2000,pasta,shampoo,sugar,eggs,spaghettisauce,vegetables,soap,coffee/tea,all-purpose,laundrydetergent,all-purpose,cheeses,pasta,sandwichbags,papertowels,butter,soap,vegetables,individualmeals,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,dishwashingliquiddetergent
2/5/2000,sandwichloaves,cereals,aluminumfoil,pork,dishwashingliquid/detergent,poultry,mixes,dinnerrolls,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,vegetables
2/5/2000,shampoo,individualmeals,bagels,dinnerrolls,vegetables,juice,dishwashingliquid/detergent,tortillas,poultry,fruits,pasta,poultry,toiletpaper,waffles,eggs,dishwashingliquid/detergent,sugar,soap,icecream,papertowels,cheeses,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,aluminumfoil
3/5/2000,soap,pork,tortillas,toiletpaper,beef,shampoo,juice,aluminumfoil,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,poultry
4/5/2000,lunchmeat,icecream,vegetables,waffles,soap,tortillas,papertowels,beef,tortillas,pasta,yogurt,waffles,cheeses,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,lunchmeat
4/5/2000,flour,toiletpaper,vegetables,cereals,mixes,milk,vegetables,aluminumfoil,spaghettisauce,vegetables,laundrydetergent,mixes,sandwichbags,cheeses,mixes,butter,spaghettisauce,soap,tortillas,dishwashingliquid/detergent,butter,cereals,ketchup,flour,cheeses,cereals,cereals,,nan,nan,nan,nan,nan,nan,cereals
5/5/2000,vegetables,waffles,soap,ketchup,flour,vegetables,yogurt,pasta,coffee/tea,flour,toiletpaper,cereals,bagels,flour,aluminumfoil,coffee/tea,cheeses,pork,spaghettisauce,icecream,tortillas,lunchmeat,flour,soda,laundrydetergent,individualmeals,tortillas,handsoap,bagels,handsoap,tortillas,aluminumfoil,vegetables,,fruits
6/5/2000,waffles,ketchup,yogurt,sandwichbags,soda,lunchmeat,beef,shampoo,pork,dinnerrolls,sandwichbags,pasta,handsoap,vegetables,vegetables,milk,toiletpaper,papertowels,papertowels,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,aluminumfoil
7/5/2000,dishwashingliquid/detergent,vegetables,laundrydetergent,spaghettisauce,individualmeals,coffee/tea,fruits,lunchmeat,sandwichbags,milk,cereals,cereals,dinnerrolls,vegetables,spaghettisauce,vegetables,individualmeals,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,papertowels
7/5/2000,beef,sandwichbags,soap,bagels,papertowels,cheeses,cereals,butter,shampoo,tortillas,soda,dinnerrolls,poultry,shampoo,butter,icecream,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,milk
7/5/2000,laundrydetergent,milk,lunchmeat,waffles,waffles,ketchup,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,flour
8/5/2000,juice,bagels,shampoo,soda,cheeses,sandwichloaves,mixes,pork,beef,yogurt,spaghettisauce,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,ketchup
9/5/2000,shampoo,vegetables,sandwichloaves,sandwichloaves,tortillas,cereals,mixes,dishwashingliquid/detergent,sandwichloaves,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,vegetables
9/5/2000,vegetables,eggs,all-purpose,vegetables,sandwichbags,papertowels,cereals,papertowels,ketchup,yogurt,cereals,eggs,toiletpaper,handsoap,sandwichloaves,poultry,beef,fruits,milk,individualmeals,icecream,all-purpose,pasta,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,sandwichbags
0/5/2000,all-purpose,papertowels,toiletpaper,juice,pasta,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,sandwichbags
0/5/2000,coffee/tea,vegetables,ketchup,shampoo,sandwichbags,cereals,milk,butter,butter,laundrydetergent,handsoap,coffee/tea,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,flour
1/5/2000,bagels,coffee/tea,shampoo,shampoo,waffles,toiletpaper,toiletpaper,juice,eggs,all-purpose,ketchup,sugar,shampoo,sugar,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,juice
1/5/2000,eggs,waffles,waffles,vegetables,milk,butter,pork,cheeses,eggs,mixes,vegetables,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,vegetables
1/5/2000,cereals,fruits,butter,individualmeals,ketchup,pork,coffee/tea,soda,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,sandwichbags
1/6/2000,pork,sandwichbags,sandwichloaves,beef,cereals,handsoap,tortillas,beef,cereals,cereals,eggs,mixes,juice,papertowels,all-purpose,toiletpaper,tortillas,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,shampoo
2/6/2000,sandwichbags,beef,soda,sandwichloaves,milk,flour,laundrydetergent,individualmeals,lunchmeat,beef,eggs,spaghettisauce,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,butter
3/6/2000,papertowels,butter,dinnerrolls,shampoo,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,individualmeals
3/6/2000,icecream,all-purpose,sandwichloaves,sandwichloaves,soap,butter,individualmeals,lunchmeat,coffee/tea,coffee/tea,dinnerrolls,individualmeals,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,icecream
3/6/2000,butter,mixes,beef,spaghettisauce,tortillas,individualmeals,beef,coffee/tea,butter,pork,soda,ketchup,mixes,mixes,bagels,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,mixes
4/6/2000,coffee/tea,cheeses,sandwichbags,dinnerrolls,waffles,vegetables,sandwichbags,dishwashingliquid/detergent,yogurt,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,vegetables
4/6/2000,poultry,coffee/tea,vegetables,tortillas,handsoap,all-purpose,sugar,papertowels,coffee/tea,pasta,vegetables,all-purpose,ketchup,toiletpaper,juice,sandwichbags,eggs,dinnerrolls,bagels,toiletpaper,vegetables,sugar,flour,soap,laundrydetergent,pork,mixes,,nan,nan,nan,nan,nan,nan,spaghettisauce
4/6/2000,butter,vegetables,soda,handsoap,handsoap,laundrydetergent,sugar,butter,aluminumfoil,soda,soap,soap,coffee/tea,sandwichloaves,soda,individualmeals,sugar,aluminumfoil,tortillas,vegetables,shampoo,pasta,sugar,fruits,milk,handsoap,fruits,laundrydetergent,vegetables,,nan,nan,nan,nan,coffeetea
4/6/2000,pork,vegetables,beef,mixes,ketchup,vegetables,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,eggs
5/6/2000,sandwichbags,flour,sugar,beef,individualmeals,cheeses,pasta,vegetables,fruits,dishwashingliquid/detergent,yogurt,spaghettisauce,papertowels,spaghettisauce,butter,mixes,sandwichloaves,handsoap,cheeses,tortillas,vegetables,icecream,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,bagels
6/6/2000,sandwichbags,dishwashingliquid/detergent,mixes,tortillas,dinnerrolls,shampoo,all-purpose,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,pasta
6/6/2000,juice,pasta,fruits,lunchmeat,spaghettisauce,eggs,laundrydetergent,poultry,vegetables,pasta,bagels,vegetables,pasta,cereals,pork,pork,sugar,sandwichbags,all-purpose,papertowels,cheeses,butter,shampoo,aluminumfoil,,nan,nan,nan,nan,nan,nan,nan,nan,nan,laundrydetergent
6/6/2000,sandwichloaves,spaghettisauce,milk,yogurt,eggs,laundrydetergent,fruits,waffles,soap,icecream,vegetables,laundrydetergent,waffles,all-purpose,pasta,spaghettisauce,waffles,milk,shampoo,shampoo,fruits,soap,mixes,milk,,nan,nan,nan,nan,nan,nan,nan,nan,nan,vegetables
7/6/2000,sugar,lunchmeat,sandwichloaves,bagels,waffles,sandwichbags,handsoap,soda,beef,cheeses,sugar,coffee/tea,soap,butter,poultry,tortillas,eggs,aluminumfoil,sugar,yogurt,coffee/tea,laundrydetergent,shampoo,milk,papertowels,poultry,beef,shampoo,icecream,pork,pasta,,nan,nan,cereals
7/6/2000,sugar,dishwashingliquid/detergent,dinnerrolls,toiletpaper,spaghettisauce,beef,beef,laundrydetergent,milk,beef,individualmeals,soap,sugar,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,beef
8/6/2000,flour,cereals,dinnerrolls,pasta,cheeses,vegetables,mixes,icecream,lunchmeat,laundrydetergent,papertowels,eggs,sugar,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,sugar
9/6/2000,icecream,pork,papertowels,pasta,soap,butter,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,soap
0/6/2000,shampoo,spaghettisauce,spaghettisauce,dinnerrolls,handsoap,cheeses,aluminumfoil,flour,waffles,laundrydetergent,papertowels,bagels,butter,individualmeals,papertowels,eggs,vegetables,coffee/tea,papertowels,fruits,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,pasta
0/6/2000,cereals,toiletpaper,vegetables,sugar,all-purpose,fruits,shampoo,tortillas,flour,laundrydetergent,sugar,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,vegetables
1/6/2000,waffles,tortillas,vegetables,icecream,tortillas,dishwashingliquid/detergent,individualmeals,soda,soap,fruits,sugar,aluminumfoil,handsoap,coffee/tea,lunchmeat,eggs,cheeses,toiletpaper,butter,eggs,beef,poultry,beef,vegetables,spaghettisauce,vegetables,pasta,pasta,aluminumfoil,handsoap,,nan,nan,nan,pasta
2/6/2000,cheeses,eggs,shampoo,pork,pork,shampoo,shampoo,ketchup,waffles,sandwichbags,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,sandwichloaves
3/6/2000,spaghettisauce,sandwichbags,cereals,beef,lunchmeat,lunchmeat,soap,dishwashingliquid/detergent,poultry,dinnerrolls,cereals,vegetables,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,pork
3/6/2000,cheeses,pasta,laundrydetergent,pork,laundrydetergent,all-purpose,toiletpaper,pork,all-purpose,vegetables,sandwichbags,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,waffles
3/6/2000,individualmeals,butter,dishwashingliquid/detergent,lunchmeat,cheeses,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,soda
4/6/2000,individualmeals,flour,juice,milk,vegetables,shampoo,cereals,papertowels,vegetables,laundrydetergent,papertowels,all-purpose,coffee/tea,handsoap,icecream,cheeses,cheeses,mixes,yogurt,poultry,ketchup,pasta,poultry,vegetables,sandwichloaves,vegetables,toiletpaper,vegetables,ketchup,tortillas,aluminumfoil,shampoo,,nan,ketchup
4/6/2000,ketchup,flour,vegetables,cereals,cereals,bagels,lunchmeat,handsoap,coffee/tea,sandwichbags,sandwichbags,all-purpose,eggs,coffee/tea,bagels,dinnerrolls,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,icecream
5/6/2000,bagels,beef,vegetables,tortillas,dinnerrolls,toiletpaper,aluminumfoil,vegetables,fruits,vegetables,pork,cheeses,coffee/tea,milk,sugar,poultry,toiletpaper,spaghettisauce,lunchmeat,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,pasta
5/6/2000,individualmeals,individualmeals,poultry,fruits,soda,dishwashingliquid/detergent,cereals,aluminumfoil,aluminumfoil,pork,icecream,vegetables,lunchmeat,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,tortillas
6/6/2000,individualmeals,vegetables,pork,tortillas,sandwichbags,aluminumfoil,individualmeals,coffee/tea,cheeses,bagels,eggs,soda,flour,yogurt,icecream,poultry,pork,flour,milk,aluminumfoil,cheeses,vegetables,soda,sandwichloaves,cereals,papertowels,pasta,beef,coffee/tea,yogurt,vegetables,,nan,nan,waffles
7/6/2000,mixes,poultry,vegetables,toiletpaper,laundrydetergent,sugar,poultry,aluminumfoil,handsoap,cereals,cheeses,coffee/tea,beef,bagels,individualmeals,icecream,pasta,pasta,vegetables,ketchup,juice,aluminumfoil,papertowels,beef,lunchmeat,shampoo,waffles,shampoo,sandwichloaves,sandwichbags,,nan,nan,nan,icecream
7/6/2000,sugar,beef,sugar,soap,waffles,papertowels,waffles,cheeses,sandwichbags,papertowels,cheeses,fruits,sandwichloaves,aluminumfoil,icecream,coffee/tea,vegetables,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,coffeetea
7/6/2000,butter,coffee/tea,handsoap,spaghettisauce,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,poultry
7/6/2000,pasta,mixes,flour,sandwichloaves,cereals,handsoap,papertowels,shampoo,butter,sandwichbags,bagels,fruits,icecream,soap,soda,bagels,juice,ketchup,soap,eggs,ketchup,fruits,sandwichloaves,cereals,milk,spaghettisauce,vegetables,handsoap,mixes,,nan,nan,nan,nan,vegetables
7/6/2000,bagels,cereals,milk,bagels,sandwichbags,flour,sandwichbags,mixes,shampoo,yogurt,tortillas,spaghettisauce,toiletpaper,handsoap,beef,lunchmeat,yogurt,butter,dinnerrolls,lunchmeat,cheeses,butter,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,pasta
8/6/2000,bagels,bagels,fruits,coffee/tea,coffee/tea,spaghettisauce,cereals,soda,cheeses,fruits,beef,toiletpaper,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,laundrydetergent
9/6/2000,bagels,waffles,ketchup,sandwichloaves,spaghettisauce,sandwichbags,soda,milk,sandwichbags,yogurt,cereals,toiletpaper,icecream,juice,fruits,poultry,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,individualmeals
9/6/2000,mixes,sugar,sandwichloaves,sandwichloaves,handsoap,sandwichbags,soda,vegetables,individualmeals,vegetables,eggs,papertowels,pasta,vegetables,milk,all-purpose,aluminumfoil,shampoo,papertowels,sugar,icecream,pasta,eggs,soap,milk,beef,sugar,dishwashingliquid/detergent,vegetables,bagels,mixes,sugar,,nan,individualmeals
9/6/2000,bagels,flour,icecream,pork,toiletpaper,waffles,toiletpaper,yogurt,sandwichloaves,eggs,soap,cheeses,sugar,cheeses,fruits,sugar,pasta,aluminumfoil,sandwichloaves,aluminumfoil,pasta,aluminumfoil,beef,pasta,spaghettisauce,poultry,juice,pork,,nan,nan,nan,nan,nan,cereals
0/6/2000,sugar,shampoo,yogurt,vegetables,flour,handsoap,juice,yogurt,pasta,poultry,vegetables,shampoo,sugar,dinnerrolls,waffles,beef,beef,spaghettisauce,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,lunchmeat
1/6/2000,juice,aluminumfoil,papertowels,coffee/tea,individualmeals,cereals,shampoo,vegetables,beef,cheeses,individualmeals,bagels,sandwichloaves,aluminumfoil,flour,vegetables,dishwashingliquid/detergent,lunchmeat,sugar,all-purpose,flour,yogurt,bagels,individualmeals,tortillas,individualmeals,,nan,nan,nan,nan,nan,nan,nan,toiletpaper
1/6/2000,pork,individualmeals,aluminumfoil,individualmeals,cereals,aluminumfoil,icecream,icecream,dinnerrolls,fruits,poultry,laundrydetergent,spaghettisauce,poultry,coffee/tea,individualmeals,dinnerrolls,icecream,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,lunchmeat
2/6/2000,pork,shampoo,waffles,vegetables,vegetables,dinnerrolls,spaghettisauce,fruits,juice,sandwichloaves,butter,butter,lunchmeat,beef,vegetables,waffles,yogurt,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,butter
2/6/2000,milk,icecream,flour,sandwichloaves,shampoo,sandwichbags,flour,bagels,butter,ketchup,lunchmeat,vegetables,individualmeals,cheeses,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,vegetables
3/6/2000,cereals,handsoap,cheeses,pasta,milk,vegetables,mixes,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,allpurpose
4/6/2000,butter,eggs,handsoap,beef,vegetables,cereals,vegetables,vegetables,coffee/tea,yogurt,vegetables,individualmeals,mixes,toiletpaper,laundrydetergent,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,sandwichloaves
5/6/2000,mixes,toiletpaper,pasta,shampoo,waffles,flour,sandwichloaves,beef,dinnerrolls,soda,soap,ketchup,waffles,pork,coffee/tea,flour,flour,aluminumfoil,dishwashingliquid/detergent,pork,bagels,pork,cheeses,vegetables,juice,dinnerrolls,sugar,laundrydetergent,,nan,nan,nan,nan,nan,cereals
6/6/2000,poultry,cheeses,tortillas,all-purpose,all-purpose,bagels,cereals,sandwichbags,milk,flour,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,dishwashingliquiddetergent
6/6/2000,icecream,poultry,cereals,flour,eggs,icecream,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,coffeetea
6/6/2000,shampoo,individualmeals,pork,aluminumfoil,tortillas,aluminumfoil,sugar,soda,aluminumfoil,poultry,juice,fruits,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,allpurpose
7/6/2000,poultry,soap,flour,yogurt,milk,laundrydetergent,cereals,soap,coffee/tea,sugar,soap,poultry,soda,pasta,cereals,toiletpaper,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,tortillas
8/6/2000,flour,handsoap,butter,yogurt,fruits,vegetables,cheeses,sandwichbags,sandwichloaves,butter,sandwichbags,tortillas,individualmeals,soda,aluminumfoil,waffles,sugar,dinnerrolls,tortillas,tortillas,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,lunchmeat
8/6/2000,soda,fruits,beef,lunchmeat,sandwichbags,vegetables,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,spaghettisauce
9/6/2000,soda,flour,mixes,milk,tortillas,shampoo,toiletpaper,icecream,soda,toiletpaper,lunchmeat,juice,vegetables,yogurt,poultry,sandwichbags,soda,milk,beef,juice,coffee/tea,vegetables,juice,icecream,icecream,,nan,nan,nan,nan,nan,nan,nan,nan,waffles
9/6/2000,sugar,dinnerrolls,spaghettisauce,tortillas,tortillas,mixes,lunchmeat,beef,bagels,all-purpose,tortillas,pork,toiletpaper,vegetables,individualmeals,poultry,soap,shampoo,waffles,fruits,laundrydetergent,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,aluminumfoil
9/6/2000,mixes,beef,lunchmeat,papertowels,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,laundrydetergent
0/6/2000,soda,juice,pasta,icecream,handsoap,milk,vegetables,sugar,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,sandwichbags
1/7/2000,ketchup,laundrydetergent,dishwashingliquid/detergent,aluminumfoil,coffee/tea,pork,tortillas,soap,poultry,handsoap,pasta,milk,sandwichbags,sandwichloaves,all-purpose,fruits,soda,pork,milk,spaghettisauce,soda,dinnerrolls,lunchmeat,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,pork
2/7/2000,waffles,lunchmeat,poultry,coffee/tea,dinnerrolls,lunchmeat,poultry,vegetables,dishwashingliquid/detergent,laundrydetergent,mixes,toiletpaper,icecream,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,lunchmeat
2/7/2000,cereals,sandwichbags,toiletpaper,sugar,sandwichloaves,ketchup,sugar,soda,butter,milk,sandwichloaves,shampoo,sandwichbags,milk,fruits,cheeses,spaghettisauce,papertowels,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,cheeses
3/7/2000,beef,cheeses,poultry,yogurt,handsoap,sandwichloaves,cheeses,individualmeals,dinnerrolls,soap,lunchmeat,pork,mixes,shampoo,soap,vegetables,shampoo,eggs,sugar,vegetables,waffles,aluminumfoil,sugar,dishwashingliquid/detergent,coffee/tea,juice,toiletpaper,shampoo,,nan,nan,nan,nan,nan,coffeetea
4/7/2000,shampoo,sandwichbags,handsoap,flour,mixes,soap,eggs,coffee/tea,icecream,pasta,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,individualmeals
4/7/2000,vegetables,mixes,shampoo,vegetables,aluminumfoil,fruits,vegetables,waffles,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,cheeses
4/7/2000,dishwashingliquid/detergent,fruits,individualmeals,mixes,laundrydetergent,yogurt,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,vegetables
4/7/2000,aluminumfoil,fruits,individualmeals,vegetables,laundrydetergent,juice,all-purpose,vegetables,sugar,spaghettisauce,lunchmeat,icecream,pasta,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,spaghettisauce
4/7/2000,vegetables,butter,toiletpaper,ketchup,waffles,soap,aluminumfoil,coffee/tea,mixes,vegetables,pasta,flour,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,yogurt
4/7/2000,mixes,cheeses,tortillas,icecream,vegetables,dishwashingliquid/detergent,vegetables,beef,flour,vegetables,handsoap,papertowels,handsoap,sugar,aluminumfoil,ketchup,laundrydetergent,bagels,handsoap,dinnerrolls,ketchup,dinnerrolls,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,vegetables
